"Data Source","世界发展指标",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"亚美尼亚","ARM","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","892.568623","852.437337","758.7034","635.8316","545.9284","537.832","544.5422","535.4466","519.1566","505.093","528.6726","537.839733","625.796067","610.4498","660.544933","641.271667","946.9786","789.7362","770.1154","821.1236","766.9182","796.542536","955.458472","1021.122208","981.315544","1085.27768","1616.824493","1217.646506","1170.920319","1158.334532","1173.579946","","","",
"美属萨摩亚","ASM","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"安提瓜和巴布达","ATG","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.0954","14.2742","14.2742","14.5722","14.9","15.2278","15.2576","15.5258","15.6152","15.8536","15.5854","16.024615","16.34463","16.813644","16.954859","17.155674","17.296761","17.348449","17.280936","17.302823","12.10971","12.214111","12.407911","12.422911","12.408111","12.393311","12.726263","12.493016","12.468368","12.02652","11.763473","","","",
"澳大利亚","AUS","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76884.97997","75891.69252","75000.1265","74720.5219","74511.03717","74304.459","69990.51567","68945.89098","73356.71063","90321.14751","98386.78327","108725.2094","101559.3034","61284.6931","85058.00977","62237.14956","81734.7535","76891.26813","61414.60844","65146.27764","54166.34483","107222.3762","106572.7383","63037.21868","75396.66345","71867.32307","57394.67087","79510.16522","76864.12277","61687.22811","49331.81586","","","",
"奥地利","AUT","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4982.786857","5005.394329","4790.360577","4728.539648","4679.154478","4664.913131","4723.682623","4727.808305","4714.600619","4696.095997","4692.583553","4541.634812","4626.898743","4462.133691","3976.572896","3970.592938","4011.320061","4013.762061","4329.189551","3826.315638","3816.063797","3984.342215","3789.293772","3881.737923","3919.363649","4019.4351","3998.88401","3919.47158","3857.48535","3779.04452","3759.74089","","","",
"阿塞拜疆","AZE","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2904.643813","2941.49054","2640.491194","2402.505391","2267.687588","2251.906785","2166.522388","2276.617592","2312.519995","2360.315998","2392.600802","2575.637693","2699.201985","2787.891076","2928.442368","2997.489459","3139.446606","3149.045153","3353.4323","3388.163446","3359.672393","3462.247619","3565.959645","3615.978871","3707.450097","4097.544323","4048.188968","3962.261613","4263.951057","4478.074702","4793.554747","","","",
"布隆迪","BDI","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","719.31513","726.302455","741.991379","730.532504","681.674629","708.389553","699.670374","714.165394","784.922814","807.642635","813.972455","827.111204","820.403153","831.545302","865.454651","887.6526","934.311573","953.345946","1007.127119","1066.540492","1152.237465","1225.507797","1268.382129","1419.788062","1427.498394","1406.123927","1552.674544","1766.27516","1824.647577","1684.611594","1636.389411","","","",
"比利时","BEL","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8187.902989","8116.162204","7740.905271","7959.47003","8467.308111","8842.21232","9335.797378","9033.554318","9125.909464","9063.664265","7694.74207","7480.845963","7967.87239","7208.077502","7292.22754","7169.445709","6160.228386","5528.176544","5493.654938","5690.829767","6206.320831","4946.914717","4957.735096","4847.690503","4835.247867","4791.305948","4630.322725","4585.852672","4622.227818","4623.263765","4564.196311","","","",
"贝宁","BEN","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1554.467044","1617.549476","1644.139507","1666.499938","1771.655369","1713.0472","2086.4082","2182.5134","2277.6244","2231.3444","2375.2196","1944.973465","2261.897529","2029.541994","1947.747859","2344.163724","2136.452162","2220.725399","2014.494637","2118.939075","2154.297113","2205.755003","2259.720094","2377.862985","2375.512875","2337.475766","2562.845659","2469.264952","2841.306445","3093.855339","3007.644632","","","",
"布基纳法索","BFA","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4374.896423","4583.56582","4675.449016","4759.822612","5017.483209","5136.067205","5390.035837","5640.875469","5710.1437","5872.179332","6344.045563","5807.483496","6166.322028","7483.260361","7674.056693","7959.944825","7768.920257","7908.616088","8064.49332","8245.998551","8611.161182","8601.289836","8660.852489","8947.848743","9017.334797","9099.87325","9592.083227","9622.035604","9726.011181","9729.560757","10060.67193","","","",
"孟加拉国","BGD","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14682.62892","15475.60274","15791.11476","16175.86898","16830.78619","18108.86441","18635.82166","18169.02131","18215.49316","19470.36741","19647.05865","20125.6448","20716.3766","20259.5556","20409.4804","21187.8846","22220.45595","22307.21211","24394.38506","23898.80561","24449.19097","25508.85029","24912.09521","25080.43373","26000.20685","26675.21757","25741.12383","26628.28049","27433.01574","27472.5972","28076.84646","","","",
"保加利亚","BGR","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8325.997492","7130.395562","5315.178195","4607.636333","4651.881791","4421.328639","4507.134287","4226.548999","3652.012262","3402.069329","3794.758122","3999.057483","4416.207542","4525.398803","4422.982158","4038.575357","3308.947855","3671.973382","3888.242253","3867.25484","3800.083119","4441.876354","3534.013634","3858.6043","3933.905001","4104.06579","4323.603333","4295.88871","4253.330888","4368.373865","4328.729643","","","",
"巴林","BHR","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.293791","50.508397","53.840204","54.499211","55.064817","55.383424","57.936059","60.273495","65.23733","63.794765","65.9574","67.608732","86.300464","88.478996","91.540928","99.62866","105.152149","105.607638","117.952727","112.939415","126.358504","118.711347","124.832189","128.531832","132.563275","147.957117","161.617414","173.13151","179.596206","181.304702","171.638398","","","",
"巴哈马","BHS","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.934066","18.649986","19.349306","18.677826","17.589146","22.520067","26.301261","23.258256","31.092251","24.860645","21.13224","21.981383","21.161726","18.792469","32.574812","24.454155","22.81809","23.953424","31.018958","24.346692","20.982227","31.31221","27.159393","32.721376","25.886559","28.885742","33.269707","39.054272","34.110837","34.561201","33.819566","","","",
"波斯尼亚和黑塞哥维那","BIH","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1125.552019","993.433092","893.5772","802.6498","679.8488","580.4228","511.385","632.4388","805.6974","856.154","886.9392","820.96","810.1612","775.0164","973.2456","995.8486","990.4316","949.2668","1092.4722","1229.9184","1204.4254","1343.3992","1424.8706","1339.0324","1435.9036","1486.454","1365.482","1361.9728","1282.6468","1268.3666","1283.7036","","","",
"白俄罗斯","BLR","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21653.40901","20447.75172","16313.87802","15998.32281","15286.57441","15234.30421","15271.57281","15327.77601","15254.18161","15260.27601","15049.40161","15055.76501","14709.43981","14951.05241","15171.27741","15535.35841","16021.53561","15871.93421","16397.01881","16535.68061","16432.19841","16929.01721","16794.52221","16552.38401","16135.25681","16010.39941","15224.11069","15631.9392","15497.9487","15522.33821","15902.54152","","","",
"伯利兹","BLZ","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.317093","71.43242","78.832147","73.715873","71.073","63.7422","60.2854","60.9708","67.348","72.9504","73.1292","73.1888","138.7786","200.5242","75.9602","92.4992","82.6354","93.3336","88.5954","116.3988","99.811771","133.98129","122.43761","191.77113","194.710249","199.496969","195.887544","179.821719","161.133494","204.101468","205.409043","","","",
"百慕大","BMU","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"玻利维亚","BOL","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5016.5492","5148.862","5255.9426","5389.588","5551.1644","5688.652","5476.8608","5670.638","6014.2102","6349.0132","6034.018","6012.5812","6886.3742","6582.6024","7439.3414","7989.894036","7655.833977","7647.791318","7667.920259","7661.937","9529.334141","8467.017721","8490.4597","8480.598679","8062.080258","8586.964037","9087.396994","8935.70935","8851.492706","9692.654062","9838.142418","","","",
"巴西","BRA","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106201.452","110127.2912","111795.6632","114572.287","118029.3664","119982.1758","112951.5026","116279.919","123589.82","123968.8248","123867.3144","129801.6904","140159.272","145643.7082","156144.0682","155051.7466","152909.3342","158545.206","152347.6294","148568.2808","166103.9444","165536.284","166532.6111","167137.7147","173944.7816","171295.0848","170877.6004","179686.9665","175119.3188","182232.0875","191103.2517","","","",
"巴巴多斯","BRB","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.468","49.319","48.2462","46.8754","47.8588","52.0308","53.1632","51.8222","50.16044","49.005281","47.641521","44.545241","35.667761","36.028281","50.692801","40.742522","39.877555","39.399988","42.289822","36.150255","36.834889","39.015378","41.791868","42.363158","38.881648","38.380138","40.187859","42.800179","38.469099","38.16102","38.47874","","","",
"文莱达鲁萨兰国","BRN","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.614024","47.806482","50.76974","52.954198","54.336056","56.782114","58.355148","65.241182","67.669016","75.36025","81.642284","86.783172","84.327059","90.872547","96.641235","91.891123","99.433801","106.78108","106.325359","106.312638","112.638717","109.831256","121.066194","125.971533","120.601871","121.10741","123.189294","119.798579","125.113463","121.802947","137.896432","","","",
"不丹","BTN","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111.979486","110.620392","104.672098","106.144003","107.675509","117.551015","115.294172","115.272329","114.922686","118.894043","108.5316","99.975129","105.484258","104.705587","107.622116","119.925645","114.727264","116.978882","106.088701","113.018919","109.459538","111.188498","110.563258","110.236018","108.806178","103.859937","104.531678","106.127218","105.696358","102.523898","97.265439","","","",
"博茨瓦纳","BWA","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4440.528488","4251.626603","4125.488317","4009.612232","4159.865346","4468.478461","5385.308937","5091.480813","4571.97469","4455.436766","4262.204042","5351.741204","5535.342766","1878.066928","2151.10569","2698.112652","3738.452324","2703.096196","7191.601267","2562.133739","8384.16401","10631.46845","4333.374288","3832.964726","2457.674765","2099.465804","1718.720113","3383.205623","2282.718732","1333.910042","2963.633551","","","",
"中非共和国","CAF","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7925.190917","8043.908173","8059.93463","8078.136486","10501.52614","10549.1108","11684.39467","11758.32174","12769.90582","11530.78529","13051.59176","11032.81981","9841.057458","12497.07111","11116.22775","11628.8466","11666.66624","11793.43887","12448.47611","10059.80095","11164.16258","11739.48253","10220.84589","10859.46104","10602.91399","10741.57454","11585.51177","10692.52619","10939.42042","10056.09004","10628.57907","","","",
"加拿大","CAN","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43130.96823","42858.30336","43370.05691","43143.74171","45194.66353","46574.73915","48895.51409","46717.02644","43355.36605","40176.49932","38507.0211","37855.04126","39154.12152","39734.75709","41864.22107","42871.16737","38674.40511","42904.29533","43187.42391","40027.60905","40411.60325","43043.54658","45147.619","44752.72723","44194.56243","44128.62411","43290.64216","44007.89165","45868.76614","44164.50684","47080.30993","","","",
"中歐和波羅的海","CEB","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91248.021002","77432.505066","71914.277718","69794.286538","69036.060704","68218.651335","70235.134816","69896.246673","66183.995796","64115.668804","67009.843243","67743.038725","65053.512921","66558.637283","69563.610649","69668.946456","68658.780346","70388.106282","68030.227862","59852.069369","60868.673961","61768.529571","60349.139035","59319.773236","58728.506098","59953.613705","61372.660774","62273.892797","61488.806831","62128.723054","60992.744077","","","",
"瑞士","CHE","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2896.804073","2883.1959","2849.825246","2801.111097","2801.25988","2779.414124","2758.692721","2687.253556","2681.742387","2603.308914","2603.164626","2642.735794","2532.325212","2519.928717","2536.462932","2588.800628","2600.81683","2569.752104","2638.108703","2599.342646","2603.610081","2551.9849","2500.133037","2523.417523","2500.069011","2481.468004","2494.970166","2485.386757","2456.683548","2400.088339","2396.71253","","","",
"海峡群岛","CHI","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"智利","CHL","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4689.849403","4685.095468","4882.803534","5095.0914","5394.9784","5696.287867","5977.244533","6188.1254","6265.252067","6520.893933","6616.743","6556.4966","6621.089","6368.6856","6909.2322","6595.034","6802.5044","7314.902","8080.8348","8000.013","8246.9364","7697.072105","7714.301209","7246.732514","6840.471018","6880.639323","6536.346819","6267.242115","6239.93341","6599.049106","6599.431802","","","",
"中国","CHN","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295990.8093","303536.4246","309420.2895","301229.1787","314764.5564","358413.7921","384363.2962","356255.9399","365237.1236","380901.3821","375670.6879","378155.1208","397018.2875","401038.2352","417029.8071","427564.663","440483.3776","449321.2959","464576.3167","475981.4853","488416.7245","497553.9652","509628.7378","522836.8848","534386.9232","549580.0712","551682.7235","549108.7203","545546.5128","536538.2013","536920.2103","","","",
"科特迪瓦","CIV","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2366.019955","2421.863019","2471.789084","2558.015548","2627.836813","2685.160077","2590.157542","2757.546806","2794.009071","2735.996135","2830.036","3050.472322","3378.554443","3237.764765","2673.547886","3367.044208","3151.959729","3279.562651","3010.332772","2896.201894","2911.054215","3065.079737","3129.502858","3362.207627","2969.350796","3024.478764","3691.414528","3178.700491","3217.514254","3328.791218","3544.205981","","","",
"喀麦隆","CMR","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5160.468208","5121.756756","5151.362304","5167.339452","60952.8564","60933.72567","61134.17333","61296.9446","61828.85707","61768.31873","62455.7674","62051.0433","62002.5192","62685.9919","61948.3748","62719.4303","62151.49023","61995.83276","61826.68989","61683.60122","61961.05555","61898.22655","61829.06476","62011.21236","61919.64896","62008.80076","62229.61636","62162.71877","62192.24557","62183.30517","62399.45337","","","",
"刚果（金）","COD","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13405.60912","13341.45519","13399.47486","13394.22193","13411.2826","13358.04507","10605.1552","10385.09914","10906.52607","10003.80561","9832.017345","10726.76685","13343.28296","14566.85646","15533.39437","15321.14707","15565.63964","13820.4538","14625.88777","14515.33653","15180.7207","14412.49949","13815.38468","14583.49787","14331.16706","14836.04045","14757.26349","15350.21353","14370.20177","14859.45101","14960.56584","","","",
"刚果（布）","COG","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1215.926362","1221.681793","1220.779823","1222.955253","1234.817483","1238.54058","608.292593","638.800006","664.82162","668.998433","571.758447","639.77568","884.553114","1333.305147","1408.516781","1633.007815","1679.559791","1519.517167","1530.543742","1457.473318","1683.885694","1746.710088","1708.032681","1788.191274","1572.255668","1769.782261","1766.389008","1729.239756","1776.387703","1777.594051","1610.016398","","","",
"哥伦比亚","COL","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18054.72721","18038.21674","17998.49027","18322.0034","18569.56592","18647.62172","18434.97018","18427.17043","18763.25289","18077.97954","18555.6042","19060.5584","19330.0064","20060.7774","20449.8774","19833.89378","19939.34839","21332.75601","21145.41802","20977.20783","21789.19984","20920.4349","19816.35035","19446.17021","20225.96126","19572.09792","19828.20159","20958.15505","22058.24292","22577.39139","23778.21405","","","",
"科摩罗","COM","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.5744","39.1274","39.2764","39.8724","40.4088","41.1836","41.8094","42.5842","45.3854","48.6634","43.061","44.4318","45.5642","41.4816","41.5412","43.657","44.1636","43.955","45.4152","44.4318","45.4152","46.2198","46.1304","46.5476","46.5774","46.786","46.935","46.7264","46.8158","47.7098","46.8158","","","",
"佛得角","CPV","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.215406","58.728525","78.949644","78.996163","62.801681","84.3042","54.984793","64.762987","75.67358","80.117573","75.919567","67.831975","66.955982","65.45419","67.975398","64.983606","62.045653","59.167299","57.629946","62.141992","64.061439","62.4074","63.643961","65.029522","65.193284","66.578845","67.238244","55.560442","55.534441","56.19384","59.475638","","","",
"哥斯达黎加","CRI","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1622.765883","1664.29392","1677.823557","1651.188994","1620.191831","1513.946868","1751.062399","1793.90553","1836.617861","1641.308992","1540.611123","1428.786549","1417.267574","1541.180199","1439.006625","1506.29605","1531.156267","1627.474883","1713.8929","1497.134317","1620.658133","1836.129949","1778.619365","1809.60358","1736.748596","1790.451012","1920.615865","1896.102719","1972.501572","1988.550226","1875.797079","","","",
"加勒比小国","CSS","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400.612643","1459.741512","1471.049179","1483.087846","1477.416313","1540.588054","1574.898446","1601.176038","1607.987923","1640.634404","1636.060384","1613.16713","1712.788074","1836.852018","1827.800161","1695.614686","1642.783199","1636.266513","1764.299826","1712.292138","1744.940824","1747.743844","1801.559668","1890.25789","1901.482112","1938.005333","1896.869588","1902.151841","1907.690895","1988.560747","1929.420602","","","",
"古巴","CUB","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6439.673758","5877.748513","5410.940469","4547.520824","4074.947779","3986.262388","3971.569127","4091.837466","3951.983005","3746.750344","3713.640683","3869.580619","3543.692756","3314.282092","3411.725028","3181.053765","3357.105647","3324.928129","3325.807812","3267.802894","3481.429376","3531.711144","3519.402111","3626.855679","3720.033446","3612.074614","3541.597492","3521.853769","3456.768047","3480.347125","3195.025202","","","",
"库拉索","CUW","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"开曼群岛","CYM","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"塞浦路斯","CYP","一氧化氮排放量（千公吨二氧化碳当量）","EN.ATM.NOXE.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","318.044716","319.447228","365.005164","367.493036","366.253224","367.449138","382.36165","360.605518","370.778636","373.617806","358.18021","378.67371","400.033966","402.480876","385.946936","362.767684","364.561344","366.67658","360.922868","376.503328","393.290988","383.981898","380.0263","344.98854","335.271956","353.516872","353.765652","361.882234","364.824816","369.459398","371.65818","","","",
